# Rx, Ry, d
0.000000000000000000e+00,0.000000000000000000e+00,1.705000000500000112e+00
-3.752130723445708249e-02,2.469268405097634123e+00,1.704725864780686218e+00
2.084301181321365437e+00,3.733308555626571934e+00,1.705178946543676410e+00
-7.104261446891417531e-02,4.936536810195268465e+00,1.704906162047731488e+00
2.049779874086908649e+00,6.200576960724205833e+00,1.705090508410647354e+00
4.171602362642730988e+00,7.464617111253144088e+00,1.704740053325092264e+00
-2.224386410259193703e+00,6.143765064763965000e+00,1.705090508654180326e+00
-1.035639217033712534e-01,7.407805215292903256e+00,1.704548972971212661e+00
2.016258566852450862e+00,8.667845365821841952e+00,1.705471281724900257e+00
4.138081055408272313e+00,9.931885516350778431e+00,1.703868132061365559e+00
6.255903543964095981e+00,1.119792566687971380e+01,1.703755409374988261e+00
-2.260907717493650271e+00,8.607033469861599784e+00,1.705471283424824902e+00
-1.400852289378283488e-01,9.877073620390536490e+00,1.704667657070736642e+00
1.982737259617993741e+00,1.113511377091947274e+01,1.704337201239801702e+00
4.103559748173817745e+00,1.239915392144841100e+01,1.704493188583191543e+00
6.221382236729639637e+00,1.366519407197734992e+01,1.704153977709060630e+00
8.346204725285462089e+00,1.492723422250628929e+01,1.703342792053062160e+00
-4.414251513283929285e+00,9.814261724430295430e+00,1.703868135451624966e+00
-2.297429024728107283e+00,1.107630187495923302e+01,1.704337207772004925e+00
-1.746065361722854425e-01,1.234434202548817083e+01,1.704280691781032919e+00
1.950215952383538287e+00,1.360638217601710664e+01,1.703709212940299977e+00
4.070038440939359958e+00,1.486642232654604712e+01,1.703638551597052908e+00
6.192860929495181743e+00,1.613446247707498316e+01,1.703089452681487259e+00
8.314683418051004082e+00,1.739850262760392496e+01,1.703087375361239664e+00
1.043750590660682676e+01,1.865654277813285589e+01,1.701662185868082933e+00
-4.447772820518387960e+00,1.228153012952792977e+01,1.704493204015964825e+00
-2.329950331962566068e+00,1.354757028005686692e+01,1.703709231481629338e+00
-2.051278434067425049e-01,1.480961043058580628e+01,1.704411450046864562e+00
1.916694645149079390e+00,1.607365058111474809e+01,1.703613021749480927e+00
4.037517133704901617e+00,1.733769073164368280e+01,1.703332153515143998e+00
6.162339622260723182e+00,1.859973088217261861e+01,1.702591876981975894e+00
8.284162110816545521e+00,1.986377103270155686e+01,1.702419769852856257e+00
1.040698459937236819e+01,2.112181118323049134e+01,1.701847622356189582e+00
1.253580708792819109e+01,2.238185133375942826e+01,1.700911053101862302e+00
-6.603116616308667197e+00,1.348475838409662764e+01,1.704153996198035648e+00
-4.479294127752845078e+00,1.475279853462556545e+01,1.703638596936317251e+00
-2.354471639197021293e+00,1.601483868515450482e+01,1.703613065327252318e+00
-2.386491506411996255e-01,1.727687883568344063e+01,1.703087919304740350e+00
1.884173337914622381e+00,1.854391898621237900e+01,1.703078782363064203e+00
4.008995826470443724e+00,1.980595913674131481e+01,1.702606194244415505e+00
6.132818315026265843e+00,2.106499928727025051e+01,1.701695361715748422e+00
8.253640803582086960e+00,2.232903943779918876e+01,1.702375852639046450e+00
1.037846329213791385e+01,2.359107958832813168e+01,1.700681237269640267e+00
1.250528578069373609e+01,2.484711973885706726e+01,1.700648681396343065e+00
1.463310826924955776e+01,2.610715988938600418e+01,1.700318496555950798e+00
-6.631637923543124202e+00,1.595402678919426087e+01,1.703089520967344006e+00
-4.509815434987300087e+00,1.721806693972320090e+01,1.703332260329128101e+00
-2.388992946431478526e+00,1.848210709025213561e+01,1.703078872274986111e+00
-2.711704578756566897e-01,1.974814724078107275e+01,1.703342365460844832e+00
1.853652030680165375e+00,2.100918739131001090e+01,1.702140737183945207e+00
3.979474519235987273e+00,2.227122754183894671e+01,1.702496754366427778e+00
6.102297007791809058e+00,2.353026769236788951e+01,1.701437676217293360e+00
8.223119496347635504e+00,2.479430784289682421e+01,1.700994922142163412e+00
1.035394198490345730e+01,2.605734799342576480e+01,1.700203689176281285e+00
1.247976447345927831e+01,2.731438814395470160e+01,1.700102523866277693e+00
1.460658696201510232e+01,2.857042829448363719e+01,1.698732854111901780e+00
1.673440945057092222e+01,2.983046844501257766e+01,1.699138486992507913e+00
-8.784981719333403660e+00,1.716025504376295885e+01,1.703087440175154788e+00
-6.663159230777579545e+00,1.842429519429189710e+01,1.702592049893166593e+00
-4.542336742221757540e+00,1.968833534482083181e+01,1.702606412994046137e+00
-2.417514253665935531e+00,2.095037549534976762e+01,1.702140905739428556e+00
