# Rx, Ry, d
-2.168404344971008868e-19,0.000000000000000000e+00,1.705000000500000112e+00
-3.446178868385542382e-02,2.468379228300551009e+00,1.704844677897287220e+00
2.083331734317896977e+00,3.732547601507168356e+00,1.704534467033800071e+00
-7.195626943822533428e-02,4.935392431197322516e+00,1.705379578413243946e+00
2.049069304371107236e+00,6.201516146205201530e+00,1.704915780049338858e+00
4.170127570250916627e+00,7.465672553283514645e+00,1.705145668604284737e+00
-2.227354315534007867e+00,6.139005210079933939e+00,1.704915780082692622e+00
-1.061174168592397410e-01,7.403738967427449857e+00,1.704607301087488480e+00
2.012940849020551592e+00,8.669228707839099712e+00,1.704992074541996638e+00
4.133633089496580482e+00,9.932352422846953743e+00,1.705073551754964667e+00
6.253536654837994924e+00,1.119775284686113004e+01,1.703856880354688075e+00
-2.260616745480788392e+00,8.607307088111291193e+00,1.704992074775100619e+00
-1.408471547355812370e-01,9.872296828522953760e+00,1.704532157920378710e+00
1.978113034932871939e+00,1.113624191073585656e+01,1.704768507311648973e+00
4.098939250005092738e+00,1.240177630934626585e+01,1.703705419021979361e+00
6.219452857686164293e+00,1.366432267408494283e+01,1.704348866638160764e+00
8.342177790232625512e+00,1.492881241449659058e+01,1.703706460502089293e+00
-4.415571415903598584e+00,9.810753200327232193e+00,1.705073552220427224e+00
-2.296155884433879191e+00,1.107706430794391927e+01,1.704768508208848843e+00
-1.761303106245265260e-01,1.234158674042601156e+01,1.704826811092102545e+00
1.946049963723188503e+00,1.360446643849803472e+01,1.704251899111723700e+00
4.066209512128769354e+00,1.486866750377508772e+01,1.704048900625265262e+00
6.187389786476479969e+00,1.613254720184709967e+01,1.703557932437228528e+00
8.309415360285838048e+00,1.739515895072668528e+01,1.703787386802487980e+00
1.043205097643480705e+01,1.865742860645904955e+01,1.702747207439361476e+00
-4.451321879722076602e+00,1.227929909529444252e+01,1.703705421144710241e+00
-2.330584981047330917e+00,1.354332152777655018e+01,1.704251901663592195e+00
-2.101040654367344052e-01,1.480798990098315926e+01,1.704498898703448617e+00
1.912787533776414861e+00,1.607276831652941596e+01,1.704450688063382735e+00
4.031357765784487235e+00,1.733783540721024963e+01,1.704113215365459455e+00
6.156570732202660601e+00,1.860174779735271144e+01,1.703494055412402730e+00
8.278429639345359803e+00,1.986094010281588496e+01,1.702602360382733160e+00
1.040139858882767676e+01,2.112451915962501658e+01,1.703448797240475043e+00
1.252673356371376379e+01,2.238755355823541393e+01,1.702045474815099935e+00
-6.604865866542366071e+00,1.348385524985001638e+01,1.704348869185948745e+00
-4.483340292733033472e+00,1.474842234053084233e+01,1.704048906875592850e+00
-2.364457453333779657e+00,1.601150139734000177e+01,1.704450694075797967e+00
