# Rx, Ry, d
0.000000000000000000e+00,-2.000000000000000042e-03,1.705000000500000112e+00
-3.500077557585150323e-02,2.466300017779744280e+00,1.704838072613126254e+00
2.084109356195062102e+00,3.733441079394772544e+00,1.704514688912820874e+00
-7.100155115170300735e-02,4.937600035559488454e+00,1.705353232691724452e+00
2.049108580619210862e+00,6.199741097174515936e+00,1.704869806830945800e+00
4.171218712390124317e+00,7.464882158789545308e+00,1.705067233133507942e+00
-2.223112458498468946e+00,6.138758991724203362e+00,1.704869806869532933e+00
-1.060023267275545245e-01,7.402900053339232400e+00,1.704548305231400773e+00
2.013107805043358844e+00,8.671041114954261886e+00,1.704907183536166215e+00
4.133217936814272520e+00,9.933182176569289368e+00,1.704950191831043016e+00
6.253328068585187971e+00,1.119532323818431685e+01,1.703682921959706054e+00
-2.261113234074319411e+00,8.607059009503947422e+00,1.704907183805826065e+00
-1.390031023034060120e-01,9.872200071118976794e+00,1.705427975369031568e+00
1.978107029467507161e+00,1.113634113273400494e+01,1.704632421250485974e+00
4.098217161238421724e+00,1.239848219434903243e+01,1.703525188548665747e+00
6.220327293009335179e+00,1.366462325596406302e+01,1.704112764863102925e+00
8.340437424780249742e+00,1.492676431757909050e+01,1.704403412146044072e+00
-4.416224141421084326e+00,9.811217965668664220e+00,1.704950192369464546e+00
-2.294114009650170871e+00,1.107635902728369004e+01,1.704632422288292926e+00
-1.760038778792575309e-01,1.233550008889871918e+01,1.704998755527334042e+00
1.946106253891657367e+00,1.360064115051374856e+01,1.704052927328524314e+00
4.065216385662570708e+00,1.486778221212877682e+01,1.703800507710199419e+00
6.185326517433484383e+00,1.612992327374380253e+01,1.704248861831657580e+00
8.311436649204397398e+00,1.739406433535883423e+01,1.704407097548561456e+00
1.043154678097531018e+01,1.865620539697385993e+01,1.703286000557047375e+00
-4.449224916996938006e+00,1.228051798344840684e+01,1.703525191003871120e+00
-2.329114785226024331e+00,1.354265904506343432e+01,1.704052930279980727e+00
-2.090046534551090462e-01,1.480480010667846358e+01,1.704268939072388855e+00
1.914105478315804465e+00,1.606994116829349295e+01,1.704177861515917103e+00
4.036215610086717476e+00,1.733508222990852232e+01,1.703786153546742232e+00
6.156325741857631151e+00,1.859722329152354803e+01,1.703102036889720727e+00
8.278435873628545494e+00,1.986336435313857862e+01,1.703135440431189807e+00
1.040254600539945784e+01,2.112350541475360544e+01,1.702897929422167778e+00
