# Rx, Ry, d
0.000000000000000000e+00,0.000000000000000000e+00,1.800000000500000086e+00
-2.590948154900665421e-02,2.468209614235635119e+00,1.799517394139761750e+00
2.098668005469539022e+00,3.724752690573776448e+00,1.798556376478347207e+00
-5.181896309801330841e-02,4.936419228471270237e+00,1.798077954381512189e+00
2.072758523920533058e+00,6.192962304809411123e+00,1.796651042228717854e+00
4.197336010939078044e+00,7.449505381147552896e+00,1.794300530080374934e+00
-2.202305931665565986e+00,6.148085766368764027e+00,1.796651043990679764e+00
-7.772844464701995915e-02,7.404628842706904912e+00,1.795706641412319726e+00
2.046849042371525318e+00,8.661171919045047574e+00,1.793834437323169162e+00
4.171426529390070748e+00,9.917714995383187571e+00,1.791067294003227062e+00
6.296004016408618398e+00,1.117425807172132934e+01,1.787453638340526618e+00
-2.228215413214571949e+00,8.616295380604400478e+00,1.793834449595677727e+00
-1.036379261960266168e-01,9.872838456942540475e+00,1.792444466964517868e+00
2.020939560822518466e+00,1.112938153328068047e+01,1.790155249966971285e+00
4.145517047841066116e+00,1.238592460961882225e+01,1.787007342347881833e+00
6.270094534859611990e+00,1.364246768595696579e+01,1.783056304151848348e+00
8.394672021878156087e+00,1.489901076229510579e+01,1.778371532517778686e+00
-4.378702381782123787e+00,9.827961918501893379e+00,1.791067318426328381e+00
-2.254124894763578801e+00,1.108450499484003338e+01,1.790155296990518785e+00
-1.295474077450332606e-01,1.234104807117817515e+01,1.788347625429744570e+00
1.995030079273513834e+00,1.359759114751631515e+01,1.785676777593118381e+00
4.119607566292058820e+00,1.485413422385445692e+01,1.782190616307722131e+00
6.244185053310605582e+00,1.611067730019259514e+01,1.777951374511197669e+00
8.368762540329150568e+00,1.736722037653074224e+01,1.773034329676700604e+00
1.049334002734769555e+01,1.862376345286888224e+01,1.767526201503498262e+00
-4.404611863331131971e+00,1.229617153273752805e+01,1.787007453164889181e+00
-2.280034376312586986e+00,1.355271460907566805e+01,1.785676910587828070e+00
-1.554568892940399183e-01,1.480925768541380982e+01,1.783486305053940679e+00
1.969120597724505428e+00,1.606580076175195160e+01,1.780475586737163551e+00
4.093698084743050636e+00,1.732234383809009515e+01,1.776699508728727173e+00
6.218275571761596510e+00,1.857888691442823514e+01,1.772226455630693032e+00
8.342853058780141495e+00,1.983542999076637514e+01,1.767136980061044360e+00
1.046743054579868648e+01,2.109197306710451869e+01,1.761522080203267837e+00
1.259200803281723680e+01,2.234851614344265869e+01,1.755481257397941031e+00
-6.555098831898685141e+00,1.350783807063502096e+01,1.783056436484740326e+00
-4.430521344880139267e+00,1.476438114697316273e+01,1.782190940584883254e+00
-2.305943857861592061e+00,1.602092422331130450e+01,1.780475897966451670e+00
-1.813663708430466037e-01,1.727746729964944805e+01,1.777943206083955507e+00
1.943211116175498798e+00,1.853401037598758805e+01,1.774639896139514894e+00
4.067788603194044228e+00,1.979055345232572805e+01,1.770627122395999731e+00
6.192366090212590102e+00,2.104709652866386804e+01,1.765978845878159564e+00
8.316943577231134199e+00,2.230363960500200804e+01,1.760780242296376530e+00
1.044152106424968274e+01,2.356018268134015514e+01,1.755125870293535950e+00
1.256609855126823128e+01,2.481672575767829869e+01,1.749117641550358426e+00
1.469067603828677626e+01,2.607326883401643869e+01,1.742862638763196248e+00
-6.581008313447691549e+00,1.597604768487065208e+01,1.777951861149014379e+00
-4.456430826429143899e+00,1.723259076120880096e+01,1.776700269112108543e+00
-2.331853339410598469e+00,1.848913383754694095e+01,1.774640535045502343e+00
-2.072758523920532336e-01,1.974567691388508095e+01,1.771811799341157290e+00
1.917301634626492168e+00,2.100221999022322095e+01,1.768267719613175748e+00
4.041879121645036932e+00,2.225876306656136094e+01,1.764075308937120612e+00
6.166456608663583694e+00,2.351530614289950449e+01,1.759313483220262819e+00
8.291034095682132232e+00,2.477184921923764449e+01,1.754071350692094189e+00
1.041561158270067722e+01,2.602839229557579159e+01,1.748446282373914640e+00
1.254018906971922398e+01,2.728493537191393159e+01,1.742541807360832973e+00
1.466476655673776897e+01,2.854147844825207159e+01,1.736465380714493634e+00
1.678934404375631217e+01,2.979802152459021158e+01,1.730326074628948829e+00
-8.731495282015242054e+00,1.718771422276815386e+01,1.773034789572879300e+00
-6.606917794996697069e+00,1.844425729910629386e+01,1.772227681658455678e+00
-4.482340307978150307e+00,1.970080037544443385e+01,1.770628671196730952e+00
-2.357762820959605321e+00,2.095734345178257385e+01,1.768268910435212282e+00
-2.331853339410598913e-01,2.221388652812071385e+01,1.765194364532048033e+00
1.891392153077485538e+00,2.347042960445885385e+01,1.761464810604784104e+00
4.015969640096030524e+00,2.472697268079699739e+01,1.757152532632849651e+00
6.140547127114580839e+00,2.598351575713514094e+01,1.752340741897326248e+00
8.265124614133124936e+00,2.724005883347328094e+01,1.747121758909992995e+00
1.038970210115166992e+01,2.849660190981142449e+01,1.741594998223745749e+00
1.251427958817021668e+01,2.975314498614956449e+01,1.735864802002773821e+00
1.463885707518876345e+01,3.100968806248770449e+01,1.730038171659907809e+00
1.676343456220730488e+01,3.226623113882583738e+01,1.724222449161363357e+00
1.888801204922584986e+01,3.352277421516399158e+01,1.718523000702954162e+00
