# Rx, Ry, d
0.000000000000000000e+00,0.000000000000000000e+00,1.716666666500000105e+00
-2.126935953344217742e-02,2.468253960876878317e+00,1.716666666500000105e+00
2.105666593810775478e+00,3.720800746993503161e+00,1.716666666500000105e+00
-4.253871906688435484e-02,4.936507921753756634e+00,1.716666666500000105e+00
2.084397234277333588e+00,6.189054707870380589e+00,1.716666666500000105e+00
4.211333187621550955e+00,7.441601493987006322e+00,1.716666666500000105e+00
-2.190744031944544368e+00,6.152215096514010106e+00,1.716666666500000105e+00
-6.380807860032652878e-02,7.404761882630634950e+00,1.716666666500000105e+00
2.063127874743890366e+00,8.657308668747258906e+00,1.716666666500000105e+00
4.190063828088107734e+00,9.909855454863883750e+00,1.716666666500000105e+00
6.316999781432325989e+00,1.116240224098050859e+01,1.716666666500000105e+00
-2.212013391477985813e+00,8.620469057390888423e+00,1.716666666500000105e+00
-8.507743813376870967e-02,9.873015843507513267e+00,1.716666666500000105e+00
2.041858515210448477e+00,1.112556262962413633e+01,1.716666666500000105e+00
4.168794468554667176e+00,1.237810941574076118e+01,1.716666666500000105e+00
6.295730421898883655e+00,1.363065620185738780e+01,1.716666666500000105e+00
8.422666375243101911e+00,1.488320298797401264e+01,1.716666666500000105e+00
-4.360218704355644626e+00,9.836176232151142784e+00,1.716666666500000105e+00
-2.233282751011427703e+00,1.108872301826776585e+01,1.716666666500000105e+00
-1.063467976672108767e-01,1.234126980438439070e+01,1.716666666500000105e+00
2.020589155677007920e+00,1.359381659050101376e+01,1.716666666500000105e+00
4.147525109021224843e+00,1.484636337661764038e+01,1.716666666500000105e+00
6.274461062365442210e+00,1.609891016273426345e+01,1.716666666500000105e+00
8.401397015709658689e+00,1.735145694885088830e+01,1.716666666500000105e+00
1.052833296905387606e+01,1.860400373496751314e+01,1.716666666500000105e+00
-4.381488063889088735e+00,1.230443019302802021e+01,1.716666666500000105e+00
-2.254552110544871812e+00,1.355697697914464328e+01,1.716666666500000105e+00
-1.276161572006530576e-01,1.480952376526126990e+01,1.716666666500000105e+00
1.999319796143563810e+00,1.606207055137789652e+01,1.716666666500000105e+00
4.126255749487780733e+00,1.731461733749451781e+01,1.716666666500000105e+00
6.253191702831998100e+00,1.856716412361114266e+01,1.716666666500000105e+00
8.380127656176215467e+00,1.981971090972776750e+01,1.716666666500000105e+00
1.050706360952043283e+01,2.107225769584439590e+01,1.716666666500000105e+00
1.263399956286465198e+01,2.232480448196101719e+01,1.716666666500000105e+00
-6.529693376766748436e+00,1.352013736778827280e+01,1.716666666500000105e+00
-4.402757423422531069e+00,1.477268415390489942e+01,1.716666666500000105e+00
-2.275821470078312370e+00,1.602523094002152604e+01,1.716666666500000105e+00
-1.488855167340952523e-01,1.727777772613814733e+01,1.716666666500000105e+00
1.978050436610121698e+00,1.853032451225477217e+01,1.716666666500000105e+00
4.104986389954338399e+00,1.978287129837139702e+01,1.716666666500000105e+00
6.231922343298555766e+00,2.103541808448802186e+01,1.716666666500000105e+00
8.358858296642772245e+00,2.228796487060464315e+01,1.716666666500000105e+00
1.048579424998699317e+01,2.354051165672127510e+01,1.716666666500000105e+00
1.261273020333121053e+01,2.479305844283789995e+01,1.716666666500000105e+00
1.473966615667542612e+01,2.604560522895452479e+01,1.716666666500000105e+00
-6.550962736300189881e+00,1.598839132866515023e+01,1.716666666500000105e+00
-4.424026782955971626e+00,1.724093811478177685e+01,1.716666666500000105e+00
-2.297090829611754259e+00,1.849348490089840169e+01,1.716666666500000105e+00
-1.701548762675374193e-01,1.974603168701502653e+01,1.716666666500000105e+00
1.956781077076679587e+00,2.099857847313165138e+01,1.716666666500000105e+00
4.083717030420896954e+00,2.225112525924827267e+01,1.716666666500000105e+00
6.210652983765113433e+00,2.350367204536490107e+01,1.716666666500000105e+00
8.337588937109334353e+00,2.475621883148152236e+01,1.716666666500000105e+00
1.046452489045355172e+01,2.600876561759815431e+01,1.716666666500000105e+00
1.259146084379776731e+01,2.726131240371477560e+01,1.716666666500000105e+00
1.471839679714198290e+01,2.851385918983140044e+01,1.716666666500000105e+00
1.684533275048620382e+01,2.976640597594802529e+01,1.716666666500000105e+00
-8.699168049177849582e+00,1.720409850342540636e+01,1.716666666500000105e+00
-6.572232095833630439e+00,1.845664528954203121e+01,1.716666666500000105e+00
-4.445296142489413960e+00,1.970919207565865605e+01,1.716666666500000105e+00
-2.318360189145196593e+00,2.096173886177528090e+01,1.716666666500000105e+00
-1.914242358009795864e-01,2.221428564789190219e+01,1.716666666500000105e+00
1.935511717543237475e+00,2.346683243400852703e+01,1.716666666500000105e+00
4.062447670887454620e+00,2.471937922012515187e+01,1.716666666500000105e+00
6.189383624231674652e+00,2.597192600624178027e+01,1.716666666500000105e+00
8.316319577575891131e+00,2.722447279235840156e+01,1.716666666500000105e+00
1.044325553092010850e+01,2.847701957847502996e+01,1.716666666500000105e+00
1.257019148426432587e+01,2.972956636459165480e+01,1.716666666500000105e+00
1.469712743760854146e+01,3.098211315070827965e+01,1.716666666500000105e+00
1.682406339095275882e+01,3.223465993682489739e+01,1.716666666500000105e+00
1.895099934429697441e+01,3.348720672294152934e+01,1.716666666500000105e+00
-8.720437408711289251e+00,1.967235246430228557e+01,1.716666666500000105e+00
-6.593501455367072772e+00,2.092489925041891041e+01,1.716666666500000105e+00
-4.466565502022855405e+00,2.217744603653553170e+01,1.716666666500000105e+00
-2.339629548678638926e+00,2.342999282265215655e+01,1.716666666500000105e+00
-2.126935953344217534e-01,2.468253960876878139e+01,1.716666666500000105e+00
1.914242358009795142e+00,2.593508639488540979e+01,1.716666666500000105e+00
4.041178311354015840e+00,2.718763318100202753e+01,1.716666666500000105e+00
6.168114264698233207e+00,2.844017996711865592e+01,1.716666666500000105e+00
8.295050218042449686e+00,2.969272675323528077e+01,1.716666666500000105e+00
1.042198617138666705e+01,3.094527353935190916e+01,1.716666666500000105e+00
1.254892212473088442e+01,3.219782032546852690e+01,1.716666666500000105e+00
1.467585807807509823e+01,3.345036711158515175e+01,1.716666666500000105e+00
1.680279403141931738e+01,3.470291389770177659e+01,1.716666666500000105e+00
1.892972998476353297e+01,3.595546068381840854e+01,1.716666666500000105e+00
2.105666593810775211e+01,3.720800746993502628e+01,1.716666666500000105e+00
-1.086864272158894806e+01,2.088805963906253638e+01,1.716666666500000105e+00
-8.741706768244732473e+00,2.214060642517916122e+01,1.716666666500000105e+00
-6.614770814900515106e+00,2.339315321129578962e+01,1.716666666500000105e+00
-4.487834861556297739e+00,2.464569999741241091e+01,1.716666666500000105e+00
-2.360898908212080816e+00,2.589824678352903931e+01,1.716666666500000105e+00
-2.339629548678639481e-01,2.715079356964566060e+01,1.716666666500000105e+00
1.892972998476356583e+00,2.840334035576228544e+01,1.716666666500000105e+00
4.019908951820573506e+00,2.965588714187891384e+01,1.716666666500000105e+00
6.146844905164790873e+00,3.090843392799553513e+01,1.716666666500000105e+00
8.273780858509008240e+00,3.216098071411216353e+01,1.716666666500000105e+00
1.040071681185322383e+01,3.341352750022878126e+01,1.716666666500000105e+00
1.252765276519744120e+01,3.466607428634540611e+01,1.716666666500000105e+00
1.465458871854165679e+01,3.591862107246203095e+01,1.716666666500000105e+00
1.678152467188587593e+01,3.717116785857865580e+01,1.716666666500000105e+00
1.890846062523009152e+01,3.842371464469528775e+01,1.716666666500000105e+00
2.103539657857431067e+01,3.967626143081191259e+01,1.716666666500000105e+00
2.316233253191852626e+01,4.092880821692853743e+01,1.716666666500000105e+00
-1.088991208112239484e+01,2.335631359993941558e+01,1.716666666500000105e+00
-8.762976127778177471e+00,2.460886038605604043e+01,1.716666666500000105e+00
-6.636040174433960992e+00,2.586140717217266882e+01,1.716666666500000105e+00
-4.509104221089743625e+00,2.711395395828928656e+01,1.716666666500000105e+00
-2.382168267745526702e+00,2.836650074440591496e+01,1.716666666500000105e+00
-2.552323144013061151e-01,2.961904753052253980e+01,1.716666666500000105e+00
1.871703638942910919e+00,3.087159431663916465e+01,1.716666666500000105e+00
3.998639592287127620e+00,3.212414110275579304e+01,1.716666666500000105e+00
6.125575545631344987e+00,3.337668788887241078e+01,1.716666666500000105e+00
8.252511498975561466e+00,3.462923467498903563e+01,1.716666666500000105e+00
1.037944745231977883e+01,3.588178146110566047e+01,1.716666666500000105e+00
1.250638340566399620e+01,3.713432824722228531e+01,1.716666666500000105e+00
1.463331935900821179e+01,3.838687503333891016e+01,1.716666666500000105e+00
1.676025531235243093e+01,3.963942181945553500e+01,1.716666666500000105e+00
1.888719126569664652e+01,4.089196860557216695e+01,1.716666666500000105e+00
2.101412721904086567e+01,4.214451539168879179e+01,1.716666666500000105e+00
2.314106317238507771e+01,4.339706217780541664e+01,1.716666666500000105e+00
2.526799912572930396e+01,4.464960896392203438e+01,1.716666666500000105e+00
-1.303811739400005365e+01,2.457202077469966994e+01,1.716666666500000105e+00
