# Rx, Ry, d
2.891205793294678330e-19,2.891205793294678330e-19,1.705000000500000112e+00
-3.562885082718133395e-02,2.468420554266963496e+00,1.704753584548259759e+00
2.086098981247262785e+00,3.733341983757183069e+00,1.705261845978738977e+00
-7.003003075380162534e-02,4.934170061960341691e+00,1.705016521924215267e+00
2.048787117718139594e+00,6.199546833251806000e+00,1.705282731674374164e+00
4.170120612225272971e+00,7.464285250040127551e+00,1.705066997800511075e+00
-2.223959684017716487e+00,6.138762883041519736e+00,1.705282731842081789e+00
-1.061528985168616462e-01,7.404023628929199852e+00,1.704795344638782462e+00
2.015652283826768087e+00,8.666245699682303183e+00,1.704824919846336995e+00
4.135113769865976785e+00,9.931872470973775791e+00,1.705380110779498581e+00
6.256652606174391451e+00,1.119637723379732108e+01,1.704473780813102968e+00
-2.258305842774479988e+00,8.607539099741188693e+00,1.704824921017316308e+00
-1.376553609692231228e-01,9.872915871032672541e+00,1.705100860708420596e+00
1.980834437233503165e+00,1.113687159575054331e+01,1.704234643216396394e+00
4.103011628045069692e+00,1.240014868767345746e+01,1.704237013352973618e+00
6.223967131020146759e+00,1.366380975419258981e+01,1.704122851515553982e+00
8.344639941924780757e+00,1.492546045774063579e+01,1.702911012588826267e+00
-4.413024171173006494e+00,9.810643886950661141e+00,1.705380113115519292e+00
-2.293123689367739804e+00,1.107662033761070042e+01,1.704234647717767892e+00
-1.727678657612261859e-01,1.233845405386064975e+01,1.703948037107068991e+00
1.947587957845283713e+00,1.360315379551436799e+01,1.703528882499386166e+00
4.071948161358752039e+00,1.486633719113287100e+01,1.703656637485674308e+00
6.192137318298605919e+00,1.613128094972245563e+01,1.703348136128580492e+00
8.315808526046014393e+00,1.739292567020634905e+01,1.702624077074720299e+00
1.043898571685759080e+01,1.865442605312297886e+01,1.702008799123221783e+00
-4.447014667497058760e+00,1.228086946238746613e+01,1.704237023991322930e+00
-2.326008523259126104e+00,1.354604089187767890e+01,1.703528895282402589e+00
-2.049310118160990457e-01,1.480704725785843756e+01,1.704355837796398987e+00
1.915819149357717022e+00,1.607085266194486550e+01,1.703728515850628566e+00
4.038479994134039686e+00,1.733394674116587808e+01,1.702661699320806576e+00
6.161606543682744075e+00,1.859770150398942334e+01,1.703174103185039590e+00
8.284373050891781887e+00,1.986000252816891276e+01,1.702621517446458954e+00
1.040839992107189893e+01,2.112110857351822091e+01,1.702029896450627966e+00
1.253513651296021436e+01,2.238035457652789262e+01,1.701428410416575998e+00
-6.601072312293067235e+00,1.348502927076675029e+01,1.704122864266129911e+00
-4.480299822019868650e+00,1.474970668332112211e+01,1.703656668756039494e+00
-2.357978293641008971e+00,1.601277843344277230e+01,1.703728545911845638e+00
-2.379274912043202461e-01,1.727629516239460727e+01,1.703347018705124283e+00
1.885394037174544346e+00,1.853991157071499174e+01,1.702524759736408377e+00
4.007865886184847071e+00,1.980363364146808181e+01,1.703278453330726583e+00
6.131142756364964974e+00,2.106442868258343992e+01,1.701628613736734907e+00
8.255358622311126382e+00,2.232620737766355390e+01,1.701599361530079291e+00
1.038197320573152460e+01,2.358677474787826966e+01,1.701218160805492374e+00
1.250591674257830910e+01,2.484782577205776377e+01,1.700515520195715835e+00
1.463242566356600527e+01,2.610634410416680495e+01,1.699524661173120954e+00
-6.632158108078756165e+00,1.595415516683499213e+01,1.703348183247678227e+00
-4.509436259068448472e+00,1.721777755821953448e+01,1.702661773035944792e+00
-2.390974773029230338e+00,1.848120497077387725e+01,1.702524821801848054e+00
-2.689522827560484330e-01,1.974531539603013286e+01,1.702947882024689052e+00
1.853741254090742530e+00,2.100758810804610377e+01,1.702945570502114592e+00
3.978085111568972820e+00,2.227116584123190890e+01,1.701536408671195266e+00
6.104094032556676375e+00,2.353150554054600363e+01,1.701742620075487933e+00
8.228309898502823572e+00,2.479340624409404370e+01,1.700589887320538507e+00
1.035440813588799713e+01,2.605150192647227314e+01,1.701107071329678755e+00
1.248096171507442342e+01,2.731209760885050386e+01,1.700325896148344951e+00
1.460767597786338001e+01,2.857221562032811235e+01,1.700280602943294861e+00
1.673510754858187610e+01,2.982920126036669828e+01,1.699007577198429431e+00
-8.784500048102394487e+00,1.716007533818537567e+01,1.702624121823791414e+00
-6.662599566297134679e+00,1.842494174650575545e+01,1.703174222578490715e+00
-4.541955067556028958e+00,1.968756413789029480e+01,1.703278604404133256e+00
-2.419483218545724679e+00,2.095011954197671500e+01,1.702945686943827530e+00
-2.975500446700266033e-01,2.221158723282287539e+01,1.702187992657418159e+00
1.825082487942811582e+00,2.347507564961121318e+01,1.702022009698538563e+00
3.949603375058793109e+00,2.473637069072654526e+01,1.702301344348040368e+00
6.074668920373504477e+00,2.599982043238028595e+01,1.700549831763870756e+00
8.200517157758664410e+00,2.726027177719121042e+01,1.701294607624624478e+00
1.032761539514383919e+01,2.852023348497322175e+01,1.699732477030899247e+00
1.245306929496171300e+01,2.977739177474262178e+01,1.699896250779796114e+00
1.458243825828903617e+01,3.103339974388058309e+01,1.698821052838610735e+00
1.671351256341763403e+01,3.229162940085502242e+01,1.698377269842787030e+00
1.884180417647578309e+01,3.354888138692884070e+01,1.698103480393325926e+00
-8.814941506320788989e+00,1.962961790092028025e+01,1.702454996716808777e+00
-6.693752349380935662e+00,2.089427298437526304e+01,1.701628865385439227e+00
-4.571613833703968233e+00,2.215579569639123392e+01,1.701536689166855298e+00
-2.448420296857175327e+00,2.341756840840722376e+01,1.702022212648405031e+00
-3.253710975776775705e-01,2.468037979555778705e+01,1.702099860088622130e+00
1.798539747198647731e+00,2.594420752874358982e+01,1.700787909976717360e+00
3.922660313683193234e+00,2.720504124499353438e+01,1.701108293534797866e+00
6.047475858997908738e+00,2.846676929881077456e+01,1.700419686164407196e+00
8.175212450886226279e+00,2.972543795155125324e+01,1.699750561308346120e+00
1.030031068827139684e+01,3.098527765086533137e+01,1.700132209968394648e+00
1.243144599763395775e+01,3.224349096180457508e+01,1.699265062851154751e+00
1.455987158528830605e+01,3.350066559760918494e+01,1.698684985802984215e+00
1.668930155284961003e+01,3.475826726305155745e+01,1.697929552836806133e+00
1.882093686221216444e+01,3.601265920678572030e+01,1.696537634644727177e+00
2.095227751337598576e+01,3.726546343727962807e+01,1.697048974027967283e+00
-1.096530577544380947e+01,2.083973144794360266e+01,1.702030017508469273e+00
-8.843622601568107200e+00,2.210017680969040654e+01,1.701599697713902737e+00
-6.722638786429510738e+00,2.336265486350763965e+01,1.701743092419614634e+00
-4.600650591383971921e+00,2.462399456282173560e+01,1.702468494554311818e+00
-2.475690708501967929e+00,2.588717197537608072e+01,1.700788243598213789e+00
-3.527188594916655373e-01,2.714989404612918733e+01,1.700718589351146948e+00
1.772623394829367038e+00,2.841135575391119517e+01,1.701279512070751565e+00
3.897855606810741946e+00,2.967261810295609337e+01,1.700494501066524000e+00
6.023398823026091975e+00,3.093234177686638020e+01,1.700390294319120699e+00
8.150651760949637392e+00,3.219197015131507555e+01,1.698996582147817236e+00
1.027900437824173885e+01,3.345011647495618234e+01,1.699345678366916745e+00
1.240786896166214603e+01,3.470764079012936776e+01,1.698472162749330883e+00
1.453859796732910503e+01,3.596582578890507875e+01,1.698412498948044913e+00
1.666961126822375405e+01,3.722241709137635723e+01,1.697204632309831984e+00
1.880041922731711068e+01,3.847476598006900872e+01,1.696887572247060660e+00
2.093317056208345051e+01,3.972851358623588425e+01,1.695834297343365771e+00
2.306726559315421810e+01,4.098160050880024130e+01,1.696084654821899518e+00
-1.099365353735778150e+01,2.330593629743825090e+01,1.701218523941739447e+00
-8.872809679879564371e+00,2.456988005602783787e+01,1.700590544334988019e+00
-6.750065501769878296e+00,2.583258578074570266e+01,1.700550648566083289e+00
-4.626532648525619074e+00,2.709509214672646138e+01,1.701109079980128724e+00
-2.502739432310259193e+00,2.835544819207578726e+01,1.701280034945831687e+00
-3.776515578961864850e-01,2.961835925859490715e+01,1.700081505104731550e+00
1.747324671021049269e+00,3.087821092403727974e+01,1.699535077051789189e+00
3.872573229037666209e+00,3.213902231118785124e+01,1.699665691774292275e+00
6.001358859031669546e+00,3.339837397663023211e+01,1.698501366645237765e+00
8.130534446686027650e+00,3.465825833414303503e+01,1.699072883203625928e+00
1.025646003434038001e+01,3.591646566201811197e+01,1.698413444352347534e+00
1.238780666856833790e+01,3.717346764809192905e+01,1.697558304959856379e+00
1.451725896522901671e+01,3.842979858759215261e+01,1.696544380160396104e+00
1.664930495819409018e+01,3.968290185619171240e+01,1.697409835905592246e+00
1.878217830142838451e+01,4.093984882109571544e+01,1.696193666524650423e+00
2.091660666583246098e+01,4.219202506005755993e+01,1.695935264198868309e+00
2.305039667573339912e+01,4.344675033712505297e+01,1.695007318680220365e+00
2.518509138617271148e+01,4.469652187554850542e+01,1.695448718949035483e+00
-1.314570081918269828e+01,2.451594418202889258e+01,1.700515795769925509e+00
-1.102089125693211535e+01,2.577628388134298021e+01,1.701107853874092024e+00
-8.897714066120551379e+00,2.703986161452877113e+01,1.701295767043784046e+00
-6.777274909180703411e+00,2.829939629267304113e+01,1.700421013723348418e+00
-4.654597718369144488e+00,2.956487274333307269e+01,1.700495721388101344e+00
-2.526889438644340125e+00,3.082657846805095048e+01,1.699535864637041316e+00
-4.027955811661059204e-01,3.208624712079143393e+01,1.700227753159164523e+00
1.724502014956189599e+00,3.334555412803506869e+01,1.698594478317683842e+00
3.850311577206749547e+00,3.460663784428500378e+01,1.698662320913294943e+00
5.978487164861113534e+00,3.586623352666324394e+01,1.699460456474280790e+00
8.107128457287807066e+00,3.712409117516975243e+01,1.698020628172415725e+00
1.023805842484910755e+01,3.838123749881086866e+01,1.698376791174412537e+00
1.236801072150977632e+01,3.963756843831107091e+01,1.696564732571189671e+00
1.449919068907107267e+01,4.089435909951946968e+01,1.696621671311052237e+00
1.663129170320597794e+01,4.214859035965112355e+01,1.695585842794510745e+00
1.876400436283773132e+01,4.340173828644944365e+01,1.696496072965318236e+00
2.089872738544055508e+01,4.465542488838235613e+01,1.695558013518829732e+00
2.303397711704969808e+01,4.590863381941463928e+01,1.695310376577046751e+00
2.516924479785127389e+01,4.715802298639908230e+01,1.695291173848878286e+00
2.730713288396355765e+01,4.840752817878730951e+01,1.694370631904287938e+00
-1.316995648794946483e+01,2.698684678710344187e+01,1.700326674597927967e+00
-1.104644596380456356e+01,2.824864781128293245e+01,1.699733924819868847e+00
-8.923207768759038316e+00,2.951061988203603903e+01,1.699752465543961533e+00
-6.800841582181430311e+00,3.077071556441426026e+01,1.700392348895392258e+00
-4.676231378667977445e+00,3.203131124679248387e+01,1.699667513011998032e+00
-2.551421816417402066e+00,3.329363897997829014e+01,1.698595625421537969e+00
-4.261569123655681302e-01,3.455526735442696662e+01,1.699197884026022898e+00
1.701246346189413172e+00,3.581343600716744646e+01,1.699498778011673927e+00
3.830604946545667744e+00,3.707491406098468190e+01,1.697525811472058832e+00
5.959435234738397646e+00,3.833247705129247151e+01,1.698309192968114445e+00
8.087399497527359316e+00,3.958835264899141748e+01,1.697381494646956535e+00
1.021859581112387083e+01,4.084537098110045150e+01,1.697277284896887117e+00
1.235045879138705516e+01,4.210214529627363333e+01,1.696532738824687803e+00
1.448158811768548304e+01,4.335834824424177469e+01,1.695685231099437695e+00
1.661423379001913148e+01,4.461220151284135227e+01,1.695772915911739842e+00
1.874802379992006607e+01,4.586534943963966526e+01,1.694834298945913309e+00
2.088326316855810916e+01,4.711848700346691743e+01,1.694907806353710411e+00
2.301791920386284573e+01,4.836744753765639615e+01,1.695031355750344026e+00
2.515487427727324032e+01,4.961922345598677708e+01,1.694241934226719204e+00
2.729100798347858969e+01,5.086943399017626888e+01,1.693575188286049249e+00
2.942999574895943837e+01,5.211885584923115289e+01,1.694065030469565025e+00
-1.531791605653409682e+01,2.819664932989283557e+01,1.700281157467144810e+00
-1.319552754085712287e+01,2.945781637947610321e+01,1.699897847234639547e+00
-1.107201701671223759e+01,3.071981676239269987e+01,1.700134649911998252e+00
-8.947246129596258868e+00,3.197964609873571362e+01,1.698999544489715907e+00
-6.825562955720553937e+00,3.324141282768754024e+01,1.698504421954939447e+00
-4.698887368066185566e+00,3.450279718520036454e+01,1.698664951130568035e+00
-2.570939451312467483e+00,3.576249853001129253e+01,1.698500401242711844e+00
-4.480182435650334472e-01,3.702387690445998203e+01,1.698033423285720600e+00
1.680568027691831112e+00,3.828235057837029132e+01,1.698289792737205595e+00
3.808965303182685336e+00,3.954140758561393199e+01,1.698298116628616183e+00
