# Rx, Ry, d
2.891205793294678330e-19,-2.891205793294678330e-19,1.705000000500000112e+00
-3.641982239559032192e-02,2.471829012417883664e+00,1.704867434711229812e+00
2.082605575427227240e+00,3.737096617413946831e+00,1.704602619515996231e+00
-7.261635379752912067e-02,4.939759307361565099e+00,1.705470369885856430e+00
2.047795795371236238e+00,6.205738237223022757e+00,1.705074253023446396e+00
4.167910509591514767e+00,7.473493876090782528e+00,1.705416161382391493e+00
-2.227350249150551686e+00,6.143600630104127269e+00,1.705074253042604626e+00
-1.069141677252185701e-01,7.407002209696403661e+00,1.704810699958012377e+00
2.008578538027125049e+00,8.673103148025779419e+00,1.705284855639124686e+00
4.131124661792110686e+00,9.939647462028139202e+00,1.705499236571693222e+00
6.252260101954559168e+00,1.120374840035752051e+01,1.705457599224110332e+00
-2.265201481090857172e+00,8.611152933515722196e+00,1.705284855773051556e+00
-1.439113403900276200e-01,9.876009854909266750e+00,1.704891569211916869e+00
1.975480082836554407e+00,1.113991143450151355e+01,1.705238189560791540e+00
4.095916164261880432e+00,1.240604506490135606e+01,1.705327851185220345e+00
6.215206304962716644e+00,1.367056865296154378e+01,1.704164916716381262e+00
8.336398369452183488e+00,1.493388091615633151e+01,1.703754951645323201e+00
-4.418057384911824315e+00,9.813538914457035744e+00,1.705499236839181698e+00
-2.300088611416033491e+00,1.107859519458768460e+01,1.705238190076427962e+00
-1.783311627856542236e-01,1.234386279958371979e+01,1.704717353952999170e+00
1.939848935575519517e+00,1.361052912205400567e+01,1.703939236829445258e+00
4.062183734475078190e+00,1.487324330903745384e+01,1.703907583174666840e+00
6.182241824368333916e+00,1.613978762303979764e+01,1.703627351756498598e+00
8.305121281466659511e+00,1.740111185236286673e+01,1.704104686740915087e+00
1.042704539676367759e+01,1.866426941501928738e+01,1.703346881879353347e+00
-4.454233190371589934e+00,1.228221322633656420e+01,1.705327852405525091e+00
-2.332309075074530558e+00,1.354537078899297420e+01,1.703939238296622749e+00
-2.135516264441778833e-01,1.481130506065567864e+01,1.704293637007189277e+00
1.907095779846584405e+00,1.607765001592091281e+01,1.704394170283282106e+00
4.027153869739819925e+00,1.733988492884651933e+01,1.704245183327165902e+00
6.148899352241900651e+00,1.860817325978473491e+01,1.703852219456354566e+00
