# Rx, Ry, d
0.000000000000000000e+00,0.000000000000000000e+00,1.800000000500000086e+00
-2.126935953344217742e-02,2.468253960876878317e+00,1.799674621310642708e+00
2.105666593810775478e+00,3.720800746993503161e+00,1.799025769448033385e+00
-4.253871906688435484e-02,4.936507921753756634e+00,1.798702293466712510e+00
2.084397234277333588e+00,6.189054707870380589e+00,1.797735667579145158e+00
4.211333187621550955e+00,7.441601493987006322e+00,1.796137244803253097e+00
-2.190744031944544368e+00,6.152215096514010106e+00,1.797735668022732769e+00
-6.380807860032652878e-02,7.404761882630634950e+00,1.797094391629400656e+00
2.063127874743890366e+00,8.657308668747258906e+00,1.795819410178506104e+00
4.190063828088107734e+00,9.909855454863883750e+00,1.793925761201583757e+00
6.316999781432325989e+00,1.116240224098050859e+01,1.791435733553786047e+00
-2.212013391477985813e+00,8.620469057390888423e+00,1.795819413273226139e+00
-8.507743813376870967e-02,9.873015843507513267e+00,1.794869692694833541e+00
2.041858515210448477e+00,1.112556262962413633e+01,1.793299367976360470e+00
4.168794468554667176e+00,1.237810941574076118e+01,1.791127071226252365e+00
6.295730421898883655e+00,1.363065620185738780e+01,1.788378515589660323e+00
8.422666375243101911e+00,1.488320298797401264e+01,1.785086127575148840e+00
-4.360218704355644626e+00,9.836176232151142784e+00,1.793925767370300850e+00
-2.233282751011427703e+00,1.108872301826776585e+01,1.793299379859875753e+00
-1.063467976672108767e-01,1.234126980438439070e+01,1.792054107382951456e+00
2.020589155677007920e+00,1.359381659050101376e+01,1.790204867775903042e+00
4.147525109021224843e+00,1.484636337661764038e+01,1.787773774912883029e+00
6.274461062365442210e+00,1.609891016273426345e+01,1.784789821986323854e+00
8.401397015709658689e+00,1.735145694885088830e+01,1.781288465978685842e+00
1.052833296905387606e+01,1.860400373496751314e+01,1.777311119659322536e+00
-4.381488063889088735e+00,1.230443019302802021e+01,1.791127099284519630e+00
-2.254552110544871812e+00,1.355697697914464328e+01,1.790204901476891930e+00
-1.276161572006530576e-01,1.480952376526126990e+01,1.788680310211012037e+00
1.999319796143563810e+00,1.606207055137789652e+01,1.786571773336848690e+00
4.126255749487780733e+00,1.731461733749451781e+01,1.783904751898545582e+00
6.253191702831998100e+00,1.856716412361114266e+01,1.780711354263966983e+00
8.380127656176215467e+00,1.981971090972776750e+01,1.777029874538026188e+00
1.050706360952043283e+01,2.107225769584439590e+01,1.772904242301272193e+00
1.263399956286465198e+01,2.232480448196101719e+01,1.768383392068882953e+00
-6.529693376766748436e+00,1.352013736778827280e+01,1.788378549177671362e+00
-4.402757423422531069e+00,1.477268415390489942e+01,1.787773857263925681e+00
-2.275821470078312370e+00,1.602523094002152604e+01,1.786571852460433041e+00
-1.488855167340952523e-01,1.727777772613814733e+01,1.784787273493578796e+00
1.978050436610121698e+00,1.853032451225477217e+01,1.782441973718665640e+00
4.104986389954338399e+00,1.978287129837139702e+01,1.779564606277280303e+00
